Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
WTAI,WisdomTree Artificial Intelligence and Innovation Fund,Equity,"$195,283,000",-4.20%,"138,257",$19.82,0.05%,No,False,3.39%,-0.60%,17.83%,N/A,N/A,"$9,603,790.00","-$7,855,640.00","-$24,937,975.00","$33,322,730.00","$188,626,314.12","$188,626,314.12",Technology Equities,2021-12-07,0.45%,N/A,$0.05,2023-12-28,$0.00,0.25%,N/A,N/A,77,24.63%,40%,20%,1099,$18.20,$20.18,$19.74,$19.94,54.32,N/A,A-,N/A,N/A,N/A,N/A,6.86,53.64%,63.47%,34.17,4.14%,5.15%
BKCH,Global X Blockchain ETF,Equity,"$150,598,000",1.17%,"50,932",$46.78,-0.47%,No,False,9.56%,-4.43%,113.85%,-20.90%,N/A,"$4,989,442.54","$8,758.60","$1,729,614.66","$23,961,506.15","$178,274,061.88","$230,396,258.43",Technology Equities,2021-07-12,0.50%,N/A,$0.89,2023-12-28,$0.89,1.90%,-13.22,2.85,26,67.71%,40%,20%,1099,$38.30,$47.22,$46.06,$48.00,53.76,A-,B+,N/A,C,C+,N/A,2.55,5.53%,0.74%,363.77,0.00%,1.80%
WEBL,Direxion Daily Dow Jones Internet Bull 3X Shares,Equity,"$145,661,000",23.55%,"470,792",$18.73,-0.27%,No,3x,12.22%,12.09%,95.31%,-40.42%,N/A,"-$80,933,850.00","-$3,676,500.00","-$5,986,650.00","-$97,249,400.00","$202,450,100.00","$231,310,950.00",Leveraged Equities,2019-11-07,1.00%,N/A,$0.00,2021-12-09,$3.05,0.00%,0.04,3.41,42,66.01%,40%,20%,1099,$13.81,$18.99,$18.60,$18.96,64.32,B+,C+,N/A,C,C+,N/A,5.77,25.44%,32.32%,14.52,7.49%,0.39%
KLIP,KraneShares China Internet and Covered Call Strategy ETF,Equity,"$141,089,000",4.24%,"201,271",$12.71,-0.08%,No,False,2.67%,3.22%,12.26%,N/A,N/A,"$57,070,375.06","-$889,237.47","-$6,399,033.89","$93,630,099.50","$200,951,898.14","$200,951,898.14",China Equities,2023-01-12,0.93%,N/A,$6.82,2024-08-29,$0.38,53.82%,0.05,2.10,4,100.00%,40%,20%,1099,$11.84,$12.73,$12.65,$12.75,62.63,B+,C,N/A,N/A,A,N/A,4.89,21.66%,21.44%,20.2,0.00%,0.51%
DAPP,VanEck Digital Transformation ETF,Equity,"$135,559,000",12.26%,"199,600",$11.54,-2.04%,No,False,7.85%,-2.94%,119.81%,-19.62%,N/A,"$20,977,717.50","$9,617,102.50","$12,561,997.50","$35,271,885.00","$100,567,112.50","$128,266,355.00",Technology Equities,2021-04-12,0.51%,N/A,$0.00,2021-12-20,$1.88,0.00%,1.15,2.90,21,60.35%,40%,20%,1099,$9.59,$11.74,$11.39,$11.83,54.10,B+,B+,N/A,C,C+,N/A,2.5,5.44%,0.71%,324.41,0.00%,0.00%
THNQ,ROBO Global Artificial Intelligence ETF,Equity,"$134,900,000",10.74%,"13,042",$45.67,-0.20%,No,False,3.77%,2.43%,37.06%,0.67%,N/A,"-$5,856,274.73","$27,973.85","-$2,094,347.37","$24,119,103.06","$72,509,761.77","$107,898,348.58",Technology Equities,2020-05-11,0.68%,N/A,$0.00,N/A,N/A,0.00%,33.92,1.21,57,23.09%,40%,20%,1099,$41.76,$46.09,$45.56,$45.83,60.16,C+,B-,N/A,B-,C,N/A,6.92,56.87%,65.94%,20.26,1.85%,4.77%
WGMI,Valkyrie Bitcoin Miners ETF,Equity,"$126,100,000",6.83%,"346,215",$19.23,-1.03%,No,False,10.71%,-4.09%,115.06%,N/A,N/A,"$47,308,500.00","-$4,933,000.00","-$1,325,000.00","$82,926,250.00","$105,446,973.82","$105,446,973.82",Technology Equities,2022-02-07,0.75%,N/A,$0.05,2023-12-20,$0.06,0.29%,0.00,3.08,20,77.53%,40%,20%,1099,$15.15,$19.36,$18.96,$19.72,54.17,A-,C,C,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BITQ,Bitwise Crypto Industry Innovators ETF,Equity,"$126,007,000",13.37%,"84,108",$13.14,-0.90%,No,False,7.70%,-2.01%,107.22%,-15.48%,N/A,"-$36,333,075.83","-$2,260,621.67","-$2,240,495.59","-$26,037,456.61","$100,895,860.10","$173,229,425.01",Technology Equities,2021-05-11,0.85%,N/A,$0.17,2023-12-26,$0.18,1.32%,0.00,2.72,31,62.68%,40%,20%,1099,$11.05,$13.23,$13.03,$13.34,55.21,N/A,C,N/A,N/A,C+,N/A,3.22,0.00%,1.88%,153.83,0.00%,0.00%
OGIG,ALPS O'Shares Global Internet Giants ETF,Equity,"$123,820,000",13.62%,"9,411",$41.48,-0.24%,No,False,3.80%,4.86%,38.01%,-9.46%,11.81%,"-$29,702,000.00","-$2,081,000.00","-$5,006,750.00","-$50,431,750.00","-$306,222,310.00","$77,446,640.00",Large Cap Growth Equities,2018-06-05,0.48%,N/A,$0.00,N/A,N/A,0.00%,0.03,-1.82,70,35.74%,40%,20%,1099,$37.25,$41.74,$41.37,$41.61,66.04,B+,B-,A,C,C,N/A,6.25,38.71%,41.97%,14.92,7.07%,1.44%
SOCL,Global X Social Media ETF,Equity,"$122,797,000",2.65%,"9,928",$41.34,-1.03%,No,False,7.63%,4.42%,17.25%,-13.02%,5.20%,"-$43,054,429.71","-$8,332,882.54","-$8,332,400.30","-$19,789,212.06","-$150,922,197.92","$32,996,346.52",Large Cap Growth Equities,2011-11-14,0.65%,2 Platforms,$0.16,2024-06-27,$0.10,0.38%,26.53,0.94,48,67.65%,40%,20%,1099,$36.56,$41.09,N/A,N/A,59.32,B,C+,B,C,C,C,4.55,18.53%,16.21%,14.02,0.00%,0.02%
AAPU,Direxion Daily AAPL Bull 2X Shares,Equity,"$116,182,000",33.40%,"868,683",$35.93,-0.96%,No,2x,4.83%,-1.74%,55.59%,N/A,N/A,"$45,537,875.00","$4,579,425.00","$1,819,775.00","$35,565,675.00","$74,610,650.00","$74,610,650.00",Leveraged Equities,2022-08-09,1.04%,N/A,$0.84,2024-09-24,$0.28,2.33%,0.04,-1.95,2,100.00%,40%,20%,1099,$32.59,$38.00,$35.36,$36.37,53.25,N/A,C,N/A,N/A,N/A,N/A,5.62,20.71%,30.25%,0.6,0.00%,0.00%
MSFU,Direxion Daily MSFT Bull 2X Shares,Equity,"$113,419,000",15.02%,"322,918",$44.62,1.20%,No,2x,0.23%,6.35%,49.57%,N/A,N/A,"$49,147,600.00",$0.00,"$218,250.00","$61,094,375.00","$96,051,600.00","$96,051,600.00",Leveraged Equities,2022-09-07,1.04%,N/A,$1.31,2024-09-24,$0.33,2.92%,0.00,-2.33,2,100.00%,40%,20%,1099,$38.42,$47.12,N/A,N/A,53.84,N/A,C,N/A,N/A,N/A,N/A,6.12,39.05%,38.93%,26.22,0.00%,0.00%
DTCR,Global X Data Center And Digital Infrastructure ETF,Equity,"$109,898,000",19.94%,"52,245",$17.46,-0.91%,No,False,4.43%,7.45%,42.27%,1.73%,N/A,"$43,714,177.42","$6,023,383.27","$8,171,811.98","$59,884,047.88","$44,886,051.87","$105,071,507.47",Technology Equities,2020-10-27,0.50%,N/A,$0.20,2024-06-27,$0.11,1.17%,N/A,N/A,26,74.26%,40%,20%,1099,$15.61,$17.62,N/A,N/A,69.14,B+,B+,B,A-,N/A,N/A,7.41,81.84%,84.79%,334.83,0.00%,23.18%
WCBR,WisdomTree Cybersecurity Fund,Equity,"$108,447,000",-0.63%,"39,214",$25.21,-1.18%,No,False,2.35%,-3.00%,26.68%,-2.77%,N/A,"$61,991,705.00",$0.00,$0.00,"$69,564,286.00","$79,873,481.00","$112,251,642.81",Technology Equities,2021-01-28,0.45%,N/A,$0.00,2022-12-23,$0.00,0.00%,-42.73,0.85,26,48.94%,40%,20%,1099,$23.68,$25.98,$25.12,$25.37,53.21,B,A-,N/A,C+,B-,N/A,6.62,46.64%,52.57%,13.14,0.00%,0.84%
FBL,GraniteShares 2x Long META Daily ETF,Equity,"$107,780,000",107.89%,"910,798",$32.26,1.70%,No,1.5x,11.43%,14.85%,84.33%,N/A,N/A,"$68,406,780.00","$1,757,800.00","-$6,753,700.00","$67,152,380.00","$75,631,980.00","$75,631,980.00",Leveraged Equities,2022-12-13,1.15%,N/A,$8.00,2023-12-27,$8.00,24.81%,0.00,-3.34,3,100.00%,40%,20%,1099,$23.71,$32.61,$31.59,$33.06,67.13,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FNGD,MicroSectors FANG+™ Index -3X Inverse Leveraged ETN,Equity,"$106,576,000",-63.17%,"2,314,609",$21.47,0.56%,Yes,-3x,-8.72%,-7.81%,-79.24%,-64.25%,-78.13%,"$79,144,871.44",$0.00,$0.00,"$87,828,032.19","$479,644,045.55","$644,060,454.26",Inverse Equities,2018-01-22,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.03,-3.03,11,112.89%,40%,20%,1099,$20.03,$28.48,$21.13,$21.70,42.02,B+,A-,N/A,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LEGR,First Trust Indxx Innovative Transaction & Process ETF,Equity,"$105,523,000",16.06%,"4,657",$46.80,-0.19%,No,False,3.70%,3.27%,29.89%,5.64%,12.04%,"-$13,028,550.00","-$102,300.00","-$2,333,700.00","-$13,028,550.00","-$25,534,824.50","$40,579,490.50",Large Cap Blend Equities,2018-01-24,0.65%,N/A,$1.08,2024-06-27,$0.54,2.32%,10.93,0.97,102,15.07%,40%,20%,1099,$43.45,$46.77,$46.69,$46.85,65.03,B,B-,A,C+,C+,N/A,7.25,74.29%,79.85%,40.51,9.46%,3.85%
TECS,Direxion Daily Technology Bear 3X Shares,Equity,"$102,864,000",-43.25%,"16,235,382",$5.44,-0.91%,Yes,-3x,-9.81%,-2.97%,-65.96%,-47.85%,-64.94%,"-$8,806,500.00","$2,107,250.00","$33,280,500.00","$5,749,800.00","$229,422,931.10","$414,304,635.32",Leveraged Equities,2008-12-17,1.10%,N/A,$0.33,2024-09-24,$0.06,5.94%,0.00,-2.89,1,100.00%,40%,20%,1099,$5.06,$7.16,$5.36,$5.53,42.67,A-,C+,B,C+,A,B,5.41,22.58%,27.47%,1.82,0.00%,0.00%
FBY,YieldMax META Option Income Strategy ETF,Equity,"$101,321,000",34.09%,"99,917",$19.72,0.87%,No,False,3.08%,6.64%,62.86%,N/A,N/A,"$93,715,155.00","-$4,660.00","$1,406,555.00","$95,715,667.50","$107,095,680.00","$107,095,680.00",Technology Equities,2023-07-27,0.99%,N/A,$9.66,2024-09-06,$0.53,49.35%,N/A,N/A,8,100.00%,40%,20%,1099,$17.53,$19.86,$19.57,$19.88,69.90,A-,C,N/A,C,A,N/A,5.85,49.62%,33.69%,1.82,0.00%,0.00%
FDIG,Fidelity Crypto Industry and Digital Payments ETF,Equity,"$100,020,000",-2.67%,"44,435",$27.00,-1.82%,No,False,4.41%,-6.51%,74.19%,N/A,N/A,"$20,252,155.50","$1,379,045.15","$1,379,045.15","$32,815,808.05","$70,798,582.50","$70,798,582.50",Technology Equities,2022-04-19,0.39%,N/A,$0.05,2023-12-15,$0.05,0.19%,7.27,3.84,41,55.64%,40%,20%,1099,$23.94,$27.77,$26.73,$27.54,50.92,A-,A-,N/A,C,N/A,N/A,3.5,13.46%,2.54%,224.06,1.66%,0.03%
IEUS,iShares MSCI Europe Small-Cap ETF,Equity,"$99,406,700",8.74%,"4,571",$59.88,-0.23%,No,False,0.50%,-0.53%,26.82%,-3.09%,6.82%,"-$31,557,320.00","-$3,000,085.00","-$3,000,085.00","-$31,557,320.00","-$317,040,565.00","-$39,821,585.00",Europe Equities,2007-11-12,0.42%,N/A,$1.80,2024-06-11,$1.19,3.01%,10.96,1.15,877,5.75%,40%,20%,1099,$57.70,$60.66,$59.77,$60.09,55.37,B,A-,C+,B+,A,A,7.26,8.52%,80.02%,99.16,2.51%,9.80%
IZRL,ARK Israel Innovative Technology ETF,Equity,"$96,703,200",0.03%,"10,108",$19.51,0.67%,No,False,1.48%,-2.06%,8.36%,-13.72%,-0.84%,"$2,158,900.00",$0.00,$0.00,"-$2,737,000.00","-$97,185,468.84","$182,615,656.16",Small Cap Blend Equities,2017-12-05,0.49%,N/A,$0.00,2021-12-29,$0.10,0.00%,0.03,1.09,50,24.62%,40%,20%,1099,$18.79,$19.93,$19.42,$19.59,50.72,C+,B,B-,A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PRNT,3D Printing ETF,Equity,"$95,817,000",-13.22%,"16,635",$20.16,0.35%,No,False,0.95%,-0.79%,2.75%,-18.70%,-0.34%,"-$39,908,450.00","-$2,997,750.00","-$3,952,950.00","-$54,859,750.00","-$222,668,421.95","$270,201,228.05",Technology Equities,2016-07-19,0.66%,N/A,$0.00,2021-12-29,$0.00,0.00%,0.13,1.25,53,43.61%,40%,20%,1099,$18.84,$20.59,$20.07,$20.23,54.34,B+,B-,C,A-,C,B,7.29,75.94%,81.14%,30.53,5.53%,2.36%
DTEC,ALPS Disruptive Technologies ETF,Equity,"$92,926,300",4.47%,"5,728",$43.29,-1.14%,No,False,1.39%,0.90%,24.24%,-4.96%,8.50%,"-$19,825,500.00",$0.00,"-$3,124,500.00","-$23,823,000.00","-$100,158,250.00","$4,918,250.00",Technology Equities,2017-12-29,0.50%,N/A,$0.11,2023-12-21,$0.11,0.26%,0.02,1.15,102,10.91%,40%,20%,1099,$41.11,$44.06,$43.19,$43.48,56.37,B,B+,A,A-,B+,N/A,7.07,65.35%,72.80%,47.88,0.81%,9.27%
XITK,SPDR FactSet Innovative Technology ETF,Equity,"$89,363,000",5.20%,"1,860",$153.68,-0.28%,No,False,3.04%,0.97%,28.71%,-12.21%,8.82%,"-$12,296,431.02",$0.00,$0.00,"-$23,913,341.30","-$136,750,426.84","-$968,072.53",All Cap Equities,2016-01-13,0.45%,N/A,$0.10,2023-12-18,$0.10,0.07%,26.37,1.14,101,18.53%,40%,20%,1099,$140.14,$156.00,N/A,N/A,60.13,B-,B,A,C,C,B,5.79,27.74%,32.68%,14.45,0.00%,2.87%
ITEQ,Amplify BlueStar Israel Technology ETF,Equity,"$87,616,000",2.42%,"6,818",$47.20,-0.19%,No,False,2.72%,-1.05%,16.52%,-12.10%,3.35%,"-$45,000.00",$0.00,"$2,244,500.00","-$12,458,500.00","-$49,808,000.00","$15,204,000.00",Technology Equities,2015-11-02,0.75%,N/A,$0.00,2021-03-23,$0.05,0.00%,0.04,0.97,54,62.84%,40%,20%,1099,$44.56,$48.07,$47.10,$47.34,56.00,B+,C,B,B+,A-,B+,6.62,46.36%,52.35%,37.24,4.23%,6.99%
APLY,YieldMax AAPL Option Income Strategy ETF,Equity,"$86,335,300",9.87%,"59,955",$17.77,-0.06%,No,False,2.24%,1.27%,21.91%,N/A,N/A,"$38,954,772.50","$2,684,965.00","$3,537,030.00","$29,222,717.50","$95,865,487.50","$95,865,487.50",Technology Equities,2023-04-17,1.06%,N/A,$4.52,2024-09-06,$0.45,25.38%,N/A,N/A,8,100.00%,40%,20%,1099,$16.94,$18.03,$17.62,$17.86,56.78,A,C,N/A,C+,A,N/A,5.86,54.16%,33.82%,1.82,0.00%,0.00%
SHOC,Strive U.S. Semiconductor ETF,Equity,"$80,175,200",17.91%,"45,589",$46.45,0.61%,No,False,5.62%,-3.23%,47.66%,N/A,N/A,"$29,307,977.00",$0.00,"$888,906.00","$30,656,293.00","$60,696,511.93","$60,696,511.93",Technology Equities,2022-10-06,0.40%,N/A,$0.21,2024-06-27,$0.02,0.45%,0.00,-1.71,32,73.00%,40%,20%,1099,$41.26,$47.65,$46.08,$46.81,52.90,B,A-,A,A,B-,N/A,8.68,98.89%,99.83%,29.11,0.00%,24.15%
SARK,Tradr 2X Short Innovation Daily ETF,Equity,"$75,737,300",3.16%,"764,940",$26.78,2.53%,No,1x,-3.08%,-4.36%,-26.20%,N/A,N/A,"-$80,893,210.00","$3,964,700.00","$6,863,602.50","-$93,716,687.50","$38,654,985.00","$38,654,985.00",Inverse Equities,2021-11-05,0.75%,N/A,$3.26,2023-12-26,$3.26,12.19%,0.00,-1.62,2,100.00%,40%,20%,1099,$24.79,$33.87,$26.23,$27.10,42.30,A+,B-,N/A,C,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ISRA,VanEck Israel ETF,Equity,"$75,234,700",9.37%,"2,895",$38.25,0.05%,No,False,3.20%,-0.12%,17.97%,-6.46%,4.48%,"$9,839,865.00",$0.00,"$939,842.50","$10,719,390.00","$4,702,350.00","$11,209,922.50",Global Equities,2013-06-25,0.59%,N/A,$0.66,2023-12-18,$0.66,1.74%,7.71,1.00,82,56.24%,40%,20%,1099,$36.48,$39.00,$38.16,$38.45,56.14,C+,B,B-,B-,B,A,6.34,0.00%,43.58%,92.23,2.55%,4.63%
FCLD,Fidelity Cloud Computing ETF,Equity,"$73,815,600",6.86%,"17,000",$24.11,-0.45%,No,False,2.44%,1.92%,29.88%,N/A,N/A,"$15,175,939.80",$0.00,$0.00,"$21,738,636.00","$63,937,499.65","$63,937,499.65",Technology Equities,2021-10-05,0.39%,N/A,$0.04,2024-09-20,$0.01,0.15%,20.92,0.97,52,37.94%,40%,20%,1099,$22.43,$24.44,$24.05,$24.24,57.95,B+,A,C,C,B,N/A,7.68,88.11%,91.52%,49.77,5.15%,8.17%
MINV,Matthews Asia Innovators Active ETF,Equity,"$70,655,400",18.82%,"4,769",$27.82,-1.49%,No,False,4.59%,1.74%,27.41%,N/A,N/A,"-$24,228,000.00",$0.00,$0.00,"-$43,527,250.00","$66,617,000.00","$66,617,000.00",Global Equities,2022-07-13,0.79%,N/A,$0.23,2023-12-14,$0.23,0.84%,23.90,1.63,54,46.85%,40%,20%,1099,$25.27,$27.90,$27.78,$27.83,60.61,A-,C+,N/A,C,B-,N/A,5.98,9.50%,36.36%,83.78,1.05%,2.41%
FNGG,Direxion Daily NYSE FANG+ Bull 2X Shares,Equity,"$68,423,100",55.54%,"20,795",$141.85,-0.40%,No,2x,5.30%,2.52%,117.96%,N/A,N/A,"$16,200,900.00","$7,145,350.00","$7,145,350.00","$23,634,200.00","$48,187,235.94","$48,187,235.94",Leveraged Equities,2021-09-30,0.98%,N/A,$0.96,2024-03-19,$0.39,0.67%,0.00,2.55,12,97.88%,40%,20%,1099,$119.41,$146.92,$141.29,$142.94,55.15,A,C,N/A,C,B,N/A,5.42,12.43%,27.51%,26.84,3.97%,3.10%
BLCN,Siren ETF Trust Siren Nasdaq NexGen Economy ETF,Equity,"$62,640,200",0.13%,"19,035",$24.31,-1.70%,No,False,0.25%,-5.85%,29.04%,-18.71%,1.79%,"-$15,049,620.00",$0.00,$0.00,"-$19,105,080.00","-$96,589,305.00","$39,589,504.76",Large Cap Blend Equities,2018-01-17,0.68%,N/A,$0.19,2024-06-21,$0.13,0.79%,0.05,1.24,53,42.29%,40%,20%,1099,$23.27,$25.75,$24.17,$24.58,46.62,B-,B-,C,C,C,N/A,6.32,39.45%,43.25%,18.78,3.67%,6.57%
LOUP,Innovator Deepwater Frontier Tech ETF,Equity,"$56,664,000",8.46%,"4,835",$47.50,0.87%,No,False,4.91%,2.53%,38.73%,-3.83%,15.66%,"$6,693,000.00",$0.00,$0.00,"$8,880,500.00","-$9,313,500.00","$47,565,500.00",Global Equities,2018-07-25,0.70%,N/A,$0.00,N/A,N/A,0.00%,0.03,1.37,31,41.60%,40%,20%,1099,$42.42,$47.79,$47.22,$47.73,60.35,B-,B-,N/A,C,C,N/A,6.59,45.71%,51.47%,45.15,3.06%,1.65%
DRUP,GraniteShares Nasdaq Select Disruptors ETF,Equity,"$55,870,500",15.51%,"2,789",$53.02,-0.30%,No,False,1.61%,-0.10%,39.11%,7.82%,N/A,"-$5,121,500.00","$6,000.00","-$2,649,500.00","-$11,106,500.00","-$75,111,500.00","$16,624,000.00",Large Cap Blend Equities,2019-10-07,0.60%,N/A,$0.04,2023-12-27,$0.04,0.08%,N/A,N/A,51,43.55%,40%,20%,1099,$50.23,$54.05,$52.96,$53.13,56.01,B,B-,A-,C,N/A,N/A,6.82,69.42%,61.50%,12.34,0.00%,11.25%
IDGT,iShares U.S. Digital Infrastructure and Real Estate ETF,Equity,"$55,574,100",22.82%,"5,572",$78.85,-0.68%,No,False,1.67%,3.85%,31.04%,4.11%,8.89%,"$3,266,654.75",$0.00,$0.00,"-$9,023,626.95","-$54,584,320.75","-$42,884,770.75",Technology Equities,2001-07-10,0.41%,N/A,$0.65,2024-06-11,$0.34,0.82%,N/A,N/A,29,67.36%,40%,20%,1099,$72.76,$80.30,$78.77,$78.93,64.51,B-,A-,C,A,B-,N/A,7.85,95.83%,94.55%,131.96,0.00%,13.95%
BUZZ,VanEck Social Sentiment ETF,Equity,"$55,197,200",13.86%,"9,700",$21.28,-0.70%,No,False,2.50%,0.66%,42.58%,-6.05%,N/A,"-$15,124,200.00","-$10,588,950.00","-$2,155,460.00","-$19,319,295.00","-$102,365,647.50","$86,945,102.46",Large Cap Growth Equities,2021-02-02,0.75%,N/A,$0.10,2023-12-18,$0.10,0.45%,18.41,1.43,76,31.33%,40%,20%,1099,$19.57,$21.66,$21.20,$21.43,55.98,B,C,N/A,C,C,N/A,5.82,3.70%,33.09%,45.67,9.27%,4.97%
TARK,AXS 2X Innovation ETF Fund,Equity,"$54,286,100",-31.11%,"60,938",$63.50,-2.41%,No,2x,3.12%,1.29%,19.95%,N/A,N/A,"$888,244.50","-$4,152,164.00","-$8,636,408.50","-$15,666,021.00","$40,274,984.54","$40,274,984.54",Leveraged Equities,2022-05-02,1.15%,N/A,$0.00,N/A,N/A,0.00%,0.00,5.56,2,100.00%,40%,20%,1099,$50.53,$67.16,$62.73,$64.75,55.55,A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CRPT,First Trust SkyBridge Crypto Industry & Digital Economy ETF,Equity,"$54,169,900",25.34%,"60,274",$12.12,0.41%,No,False,10.58%,-6.41%,156.24%,-14.27%,N/A,"$10,006,550.00",$0.00,$0.00,"$12,475,550.00","$86,786,600.00","$88,786,600.00",Technology Equities,2021-09-20,0.85%,N/A,$0.00,2022-12-23,$0.00,0.00%,23.77,2.45,31,86.29%,40%,20%,1099,$9.93,$12.32,$11.94,$12.38,53.09,A-,C,C,C,B-,N/A,3.23,12.26%,1.90%,75.74,0.00%,0.83%
SPRX,Spear Alpha ETF,Equity,"$52,456,600",1.33%,"41,725",$22.80,0.04%,No,False,5.46%,-0.22%,36.36%,2.63%,N/A,"$34,585,160.00","-$1,125,067.50","-$6,516,095.00","$40,985,722.50","$48,359,465.00","$52,413,677.50",Technology Equities,2021-08-02,0.75%,N/A,$0.00,2021-12-22,$0.05,0.00%,0.00,1.21,26,76.98%,40%,20%,1099,$20.06,$23.28,$22.73,$22.93,57.32,B-,C+,C,C,B-,N/A,6.83,52.63%,62.16%,67.94,6.79%,14.06%
INQQ,The India Internet ETF,Equity,"$49,598,400",21.38%,"19,742",$16.69,-0.95%,No,False,0.60%,4.31%,33.13%,N/A,N/A,"$27,632,006.44","$1,195,339.22","$1,203,979.24","$30,150,271.64","$39,403,916.95","$39,403,916.95",Technology Equities,2022-04-05,0.86%,N/A,$0.01,2023-12-26,$0.01,0.04%,0.00,0.99,26,63.93%,40%,20%,1099,$15.73,$17.13,$16.59,$16.90,61.74,N/A,C,N/A,N/A,N/A,N/A,5.24,22.03%,25.31%,48.03,0.00%,1.40%
NVDS,Tradr 1.5X Short NVDA Daily ETF,Equity,"$48,581,900",-76.44%,"2,063,075",$34.25,-3.33%,Yes,-1.25x,-12.81%,2.09%,-81.09%,N/A,N/A,"$56,608,866.89","-$4,297,318.00","-$7,263,587.00","$43,057,170.39","$219,754,092.98","$219,754,092.98",Inverse Equities,2022-07-14,1.15%,N/A,$4.27,2023-12-26,$4.27,12.47%,0.00,4.19,2,100.00%,40%,20%,1099,$32.59,$45.43,$33.60,$34.99,42.41,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KNCT,Invesco Next Gen Connectivity ETF,Equity,"$42,716,900",14.79%,503,$101.47,-0.39%,No,False,2.96%,1.56%,36.40%,3.53%,13.75%,"-$4,626,920.00",$0.00,$0.00,"-$4,626,920.00","-$1,668,330.00","-$47,470,590.00",Technology Equities,2005-06-23,0.40%,N/A,$1.48,2024-09-23,$0.33,1.45%,N/A,N/A,99,48.29%,40%,20%,1099,$94.57,$102.50,$101.39,$101.61,58.71,C+,B-,C+,C+,B+,N/A,7.21,73.09%,78.54%,58.69,0.51%,3.84%
STCE,Schwab Crypto Thematic ETF,Equity,"$41,796,000",8.88%,"13,372",$34.56,-0.83%,No,False,5.95%,-3.40%,81.84%,N/A,N/A,"$18,241,000.00",$0.00,$0.00,"$20,674,500.00","$33,264,476.14","$33,264,476.14",Technology Equities,2022-08-04,0.30%,N/A,$0.11,2024-06-26,$0.04,0.32%,9.35,2.96,37,55.70%,40%,20%,1099,$30.05,$35.06,$34.26,$35.15,53.14,B,A,C,A,A-,N/A,4.3,0.00%,9.63%,298.92,1.40%,1.54%
TRFK,Pacer Data and Digital Revolution ETF,Equity,"$40,935,700",27.86%,"9,160",$46.73,0.34%,No,False,4.78%,3.22%,56.17%,N/A,N/A,"$28,770,526.00",$0.00,"$2,547,428.00","$29,507,708.00","$34,185,964.69","$34,185,964.69",Technology Equities,2022-06-08,0.60%,N/A,$0.22,2024-06-27,$0.18,0.48%,0.04,-1.34,77,57.90%,40%,20%,1099,$41.16,$47.34,$46.53,$47.04,60.57,B-,B-,N/A,C,B,N/A,7.65,87.56%,90.73%,14.86,11.12%,13.75%
SEMI,Columbia Semiconductor and Technology ETF,Equity,"$39,650,300",14.50%,"5,134",$25.61,0.63%,No,False,4.55%,-2.58%,37.10%,N/A,N/A,"$3,814,150.00",$0.00,"-$579,750.00","$4,785,075.00","$24,627,825.00","$24,627,825.00",Technology Equities,2022-03-29,0.75%,N/A,$0.19,2023-12-18,$0.20,0.76%,19.12,-1.68,29,69.10%,40%,20%,1099,$22.87,$26.40,$25.61,$25.62,52.79,B-,C,A-,C,B,N/A,7.47,83.59%,86.48%,73.56,0.00%,8.01%
LRNZ,"TrueShares Technology, AI & Deep Learning ETF",Equity,"$36,045,800",-0.17%,"8,966",$38.14,-0.50%,No,False,3.51%,-0.48%,32.42%,-8.13%,N/A,"-$720,270.00",$0.00,"-$1,447,902.00","-$1,295,973.00","$15,846,982.50","$38,655,860.00",Large Cap Growth Equities,2020-02-28,0.69%,N/A,$0.00,2021-12-29,$0.06,0.00%,0.00,1.13,23,68.82%,40%,20%,1099,$34.73,$38.88,$38.03,$38.38,56.01,C+,C,N/A,C,C,N/A,7.11,67.74%,74.53%,17.75,3.99%,18.79%
