Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
MLPR,ETRACS Quarterly Pay 1.5x Leveraged Alerian MLP Index ETN,Equity,"$43,859,200",15.90%,"1,355",$58.04,-0.75%,No,1.5x,-0.30%,1.56%,22.59%,22.08%,N/A,"-$14,415,375.00","-$14,415,375.00","-$14,415,375.00","-$14,415,375.00","-$14,415,375.00","-$14,415,375.00",Leveraged Equities,2020-06-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.16,0,N/A,40%,20%,1099,$55.41,$59.26,$57.79,$58.19,53.58,C,A-,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CTEC,Global X CleanTech ETF,Equity,"$39,744,100",-27.12%,"13,517",$7.86,-3.44%,No,False,-0.51%,-1.44%,-26.17%,-25.27%,N/A,"-$7,671,426.53","-$23,192.82","-$632,654.36","-$12,731,346.45","-$47,175,714.17","$157,766,093.06",Alternative Energy Equities,2020-10-27,0.50%,N/A,$0.08,2024-06-27,$0.02,1.02%,22.69,1.41,36,54.11%,40%,20%,1099,$7.32,$8.21,$7.79,$8.00,49.35,A,A-,N/A,C,B+,N/A,6.61,46.24%,51.94%,336.59,0.00%,67.91%
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,Equity,"$38,983,900",6.43%,"1,846,835",$11.49,5.12%,Yes,-2x,1.21%,11.61%,16.23%,-42.96%,-53.82%,"-$21,735,300.00",$0.00,"-$4,113,900.00","-$56,561,750.00","$75,117,553.41","$163,477,767.36",Inverse Equities,2015-05-28,1.09%,N/A,$0.53,2024-09-24,$0.12,4.86%,0.00,-3.83,1,100.00%,40%,20%,1099,$10.06,$12.71,$11.11,$11.69,55.56,A-,C+,N/A,B-,B-,N/A,5.42,25.81%,27.50%,1.82,0.00%,0.00%
RNRG,Global X Renewable Energy Producers ETF,Equity,"$38,141,400",-6.44%,"9,717",$10.49,-0.66%,No,False,-2.59%,-0.70%,3.10%,-12.37%,-3.69%,"-$7,566,373.64","-$2,708.02","-$5,461.86","-$15,158,871.56","-$64,087,777.48","$51,151,809.36",Alternative Energy Equities,2015-05-28,0.65%,N/A,$0.15,2024-06-27,$0.07,1.42%,19.20,0.78,42,54.05%,40%,20%,1099,$10.30,$10.93,$10.44,$10.54,49.70,B+,B,C,A,A,N/A,7.68,100.00%,91.52%,258.3,5.10%,53.81%
HYDR,Global X Hydrogen ETF,Equity,"$37,747,500",-31.52%,"17,420",$23.66,-0.84%,No,False,-2.71%,-6.11%,-35.09%,-40.56%,N/A,"$13,659,029.85",-$780.61,"$2,247.91","$15,353,730.55","$87,447,597.59","$100,454,692.67",Alternative Energy Equities,2021-07-12,0.50%,N/A,$0.00,2021-12-30,$0.01,0.00%,-19.81,1.76,27,71.56%,40%,20%,1099,$22.49,$24.68,$23.42,$23.89,44.68,A,B+,C,C,C,N/A,7.2,64.66%,78.04%,331.53,0.00%,31.54%
AMND,"ETRACS Alerian Midstream Energy High Dividend Index ETN due July 19, 2050",Equity,"$34,105,300",19.83%,402,$48.60,-0.25%,No,False,0.90%,3.09%,24.52%,12.54%,N/A,"-$14,427,480.00","-$14,427,480.00","-$14,427,480.00","-$14,427,480.00","-$14,427,480.00","-$14,427,480.00",MLPs,2020-07-15,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.81,0,0.00%,40%,20%,1099,$46.68,$48.83,$48.53,$48.63,63.55,C,N/A,N/A,C,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NBCT,Neuberger Berman Carbon Transition Infrastructure ETF,Equity,"$33,804,300",22.71%,"1,143",$30.64,-0.07%,No,False,3.17%,5.11%,36.00%,N/A,N/A,"$699,895.00",$0.00,$0.00,"$699,895.00","$21,690,145.00","$21,690,145.00",Alternative Energy Equities,2022-04-06,0.55%,N/A,$0.31,2023-12-19,$0.31,1.00%,0.00,-1.20,40,43.59%,40%,20%,1099,$27.75,$30.99,$30.61,$30.68,67.35,C+,B+,B,B-,B+,N/A,7.59,74.83%,89.53%,513.1,16.23%,15.12%
CRAK,VanEck Oil Refiners ETF,Equity,"$30,025,600",-0.61%,"5,282",$34.01,-0.93%,No,False,0.38%,-4.62%,1.93%,8.85%,6.69%,"-$3,746,122.50",$0.00,"-$1,684,725.00","-$2,029,107.50","$8,437,460.00","$14,567,141.75",Energy Equities,2015-08-18,0.62%,N/A,$1.25,2023-12-18,$1.25,3.64%,4.27,1.10,27,59.35%,40%,20%,1099,$32.74,$35.68,$33.82,$34.26,45.69,N/A,B-,N/A,N/A,N/A,N/A,7.0,84.58%,69.65%,253.18,4.15%,5.38%
FRNW,Fidelity Clean Energy ETF,Equity,"$28,375,000",-8.66%,"6,832",$15.61,-1.64%,No,False,-0.04%,2.48%,-1.08%,N/A,N/A,"$22,297.50",$0.00,$0.00,"$22,297.50","$39,968,096.70","$39,968,096.70",Alternative Energy Equities,2021-10-05,0.39%,N/A,$0.21,2024-09-20,$0.06,1.33%,16.99,1.09,53,34.47%,40%,20%,1099,$14.47,$16.04,$15.54,$15.73,56.34,B+,A-,C+,C,B,N/A,7.26,68.42%,80.27%,280.04,3.57%,64.51%
ERY,Direxion Daily Energy Bear 2X Shares,Equity,"$21,789,700",-7.90%,"333,083",$24.70,3.74%,Yes,-2x,0.23%,6.16%,4.48%,-42.71%,-43.20%,"$6,067,100.00",$0.00,"-$1,387,400.00","-$10,178,500.00","$42,423,288.98","$24,388,533.91",Inverse Equities,2008-11-06,1.08%,N/A,$1.18,2024-09-24,$0.23,4.97%,0.00,-2.80,1,100.00%,40%,20%,1099,$22.61,$26.82,$24.05,$25.08,52.56,A-,C+,A,B+,A,C+,5.18,6.45%,24.63%,1.82,0.00%,0.00%
HDRO,Defiance Next Gen H2 ETF,Equity,"$20,574,700",-29.30%,"27,651",$4.56,-2.15%,No,False,-4.20%,-5.30%,-30.06%,-39.20%,N/A,"$2,629,900.00",$0.00,$0.00,"$2,629,900.00","$44,775,535.00","$94,875,512.84",Alternative Energy Equities,2021-03-09,0.30%,N/A,$0.01,2023-12-27,$0.01,0.28%,0.00,1.63,26,65.30%,40%,20%,1099,$4.38,$4.81,$4.53,$4.63,44.29,A,A-,C,C,B+,N/A,6.61,46.62%,51.96%,433.97,0.00%,20.98%
OILT,Texas Capital Texas Oil Index ETF,Equity,"$13,266,700",0.02%,952,$24.62,-2.99%,No,False,-0.66%,-6.50%,N/A,N/A,N/A,"$12,303,550.00","-$24,300.00","-$24,300.00","$12,303,550.00","$12,303,550.00","$12,303,550.00",Energy Equities,2023-12-21,0.35%,N/A,$0.34,2024-06-26,$0.16,1.36%,N/A,N/A,31,61.27%,40%,20%,1099,$23.30,$26.54,$24.52,$24.82,43.03,N/A,A-,N/A,N/A,N/A,N/A,6.36,23.38%,44.24%,336.12,0.00%,0.28%
GCLN,Goldman Sachs Bloomberg Clean Energy Equity ETF,Equity,"$13,107,500",10.86%,248,$37.48,-0.32%,No,False,2.00%,4.78%,17.40%,N/A,N/A,$0.00,$0.00,$0.00,"$3,127,000.00","$4,964,500.00","$4,964,500.00",Alternative Energy Equities,2022-02-08,0.45%,N/A,$0.73,2024-06-24,$0.44,1.93%,21.73,1.00,189,34.56%,40%,20%,1099,$35.06,$37.66,$37.48,$37.50,68.20,C+,B+,N/A,B-,N/A,N/A,7.15,62.41%,76.29%,709.35,44.06%,13.78%
DUG,ProShares UltraShort Energy,Equity,"$13,001,000",-9.74%,"216,971",$10.20,2.41%,Yes,-2x,-1.37%,4.49%,1.54%,-42.83%,-44.51%,"-$259,245.00",$0.00,"$473,875.00","-$12,416,465.00","$28,479,790.96","$44,454,105.96",Inverse Equities,2007-01-30,0.95%,N/A,$0.52,2024-06-26,$0.21,5.25%,0.00,-2.49,2,100.00%,40%,20%,1099,$9.46,$11.24,$9.94,$10.35,50.62,B+,B,A,B+,B+,B,0.0,N/A,N/A,N/A,N/A,N/A
NTZG,Nuveen Global Net Zero Transition ETF,Equity,"$6,659,870",12.71%,357,$33.28,-0.78%,No,False,1.49%,1.49%,24.13%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Alternative Energy Equities,2022-06-23,0.56%,N/A,$0.44,2023-12-14,$0.44,1.32%,0.05,-0.94,71,31.36%,40%,20%,1099,$31.63,$33.68,$33.28,$33.28,58.93,C,B,N/A,N/A,N/A,N/A,7.13,54.43%,75.42%,198.22,11.48%,6.20%
RAYS,Global X Solar ETF,Equity,"$6,533,290",-24.14%,"7,971",$10.00,-2.82%,No,False,-0.28%,1.21%,-23.94%,-24.62%,N/A,"$1,166,678.07",$47.87,"-$687,226.07","$1,548,487.70","$9,237,775.83","$11,656,871.20",Alternative Energy Equities,2021-09-08,0.50%,N/A,$0.03,2024-06-27,$0.03,0.31%,15.34,1.08,49,61.81%,40%,20%,1099,$9.43,$10.32,$9.94,$10.13,50.83,B+,B+,C+,C,B+,N/A,5.34,31.58%,26.53%,179.27,0.00%,46.81%
VCLN,Virtus Duff & Phelps Clean Energy ETF,Equity,"$5,381,000",7.55%,649,$19.48,-0.51%,No,False,-0.87%,2.50%,14.20%,-7.62%,N/A,"-$2,182,850.00",$0.00,$0.00,"-$2,182,850.00","$2,463,650.00","$3,708,200.19",Alternative Energy Equities,2021-08-03,0.59%,N/A,$0.19,2024-06-20,$0.10,0.96%,20.68,1.16,43,51.15%,40%,20%,1099,$18.10,$19.91,$19.45,$19.53,58.52,C+,B,C+,C,C,N/A,7.63,84.21%,90.36%,476.91,22.04%,38.01%
SOLR,Guinness Atkinson Funds SmartETFs Sustainable Energy II Fund,Equity,"$5,225,400",1.64%,328,$28.73,-0.66%,No,False,1.44%,2.56%,11.42%,-3.89%,N/A,$0.00,$0.00,$0.00,$0.00,"$712,770.00","$5,532,967.00",Alternative Energy Equities,2020-11-11,0.79%,N/A,$0.12,2023-12-08,$0.12,0.41%,20.10,1.12,34,44.53%,40%,20%,1099,$26.35,$29.26,$28.73,$28.73,58.47,C,B-,B,B-,N/A,N/A,7.9,93.23%,95.43%,244.15,9.08%,27.94%
CTEX,ProShares S&P Kensho Cleantech ETF,Equity,"$3,427,770",-17.97%,320,$22.19,-2.68%,No,False,-2.45%,-0.87%,-11.82%,N/A,N/A,"-$1,149,960.33",$0.00,$0.00,"-$1,149,933.50","$2,484,960.22","$2,484,960.22",Alternative Energy Equities,2021-09-29,0.58%,N/A,$0.07,2024-06-26,$0.03,0.32%,0.00,1.52,32,45.52%,40%,20%,1099,$20.31,$23.37,$22.19,$22.19,51.41,B-,B,N/A,C,B,N/A,6.56,43.98%,50.36%,168.73,0.00%,43.80%
RNWZ,TrueShares Eagle Global Renewable Energy Income ETF,Equity,"$2,753,860",10.45%,409,$24.99,-0.32%,No,False,0.32%,5.08%,22.24%,N/A,N/A,"-$5,064.00","-$5,064.00","-$5,064.00","-$7,342.00","$2,735,149.24","$2,735,149.24",Alternative Energy Equities,2022-12-08,0.75%,N/A,$0.83,2024-06-27,$0.11,3.31%,0.00,-0.95,26,63.04%,40%,20%,1099,$23.52,$25.43,$24.96,$25.04,65.35,C,B-,N/A,N/A,B,N/A,7.77,99.50%,93.30%,1158.96,42.49%,20.87%
NZUS,SPDR MSCI USA Climate Paris Aligned ETF,Equity,"$2,591,340",20.45%,383,$32.36,-0.06%,No,False,1.78%,2.07%,37.02%,N/A,N/A,"-$113,180,835.80",$0.00,$0.00,"-$113,180,835.80","-$160,412,716.44","-$160,412,716.44",Alternative Energy Equities,2022-04-21,0.10%,N/A,$0.32,2024-09-03,$0.08,0.99%,21.56,-1.10,253,36.66%,40%,20%,1099,$30.54,$32.72,$32.36,$32.36,61.77,C,A,B+,B-,A-,N/A,6.91,78.10%,65.29%,34.53,5.92%,13.06%
WNDY,Global X Wind Energy ETF,Equity,"$2,275,880",-8.33%,"1,562",$12.57,-1.49%,No,False,2.15%,4.53%,0.95%,-20.34%,N/A,"-$365,717.91","$1,122.22","$1,244.26","-$1,340,061.87","$3,863,754.20","$6,345,859.87",Alternative Energy Equities,2021-09-08,0.51%,N/A,$0.12,2024-06-27,$0.03,0.97%,22.63,0.76,29,66.11%,40%,20%,1099,$11.53,$12.72,$12.57,$12.57,57.57,B-,B+,N/A,B-,B+,N/A,6.92,56.02%,65.99%,252.64,0.00%,62.88%
LNGG,Roundhill Alerian LNG ETF,Equity,"$756,966",4.74%,811,$25.09,-1.65%,No,False,2.01%,-0.45%,5.73%,N/A,N/A,$0.00,$0.00,$0.00,"$501,236.00","$752,410.88","$752,410.88",Energy Equities,2023-09-22,0.65%,N/A,$1.07,2024-06-27,$0.52,4.22%,N/A,N/A,27,69.51%,40%,20%,1099,$23.67,$25.66,$24.97,$25.31,52.14,N/A,B,N/A,N/A,N/A,N/A,6.75,65.67%,58.70%,840.89,4.40%,0.02%
